date,open,high,low,close,volume
2021-02-27 01:00:00,1.24353,1.488,1.2271,1.31402,1994359638.4999938
2021-02-28 01:00:00,1.314,1.3595,1.154,1.31203,1599172340.299998
2021-03-01 01:00:00,1.31279,1.348,1.23131,1.29627,984011920.1999977
2021-03-02 01:00:00,1.29678,1.29998,1.18,1.2228,753904502.9000008
2021-03-03 01:00:00,1.22281,1.26636,1.20865,1.21311,454913445.29999995
2021-03-04 01:00:00,1.21315,1.23052,1.06695,1.11239,748035034.3
2021-03-05 01:00:00,1.11261,1.1972,1.03374,1.15908,830654685.0999995
2021-03-06 01:00:00,1.15907,1.183,1.08493,1.129,394799528.7999999
2021-03-07 01:00:00,1.12901,1.145,1.10562,1.13042,324367538.89999974
2021-03-08 01:00:00,1.13073,1.17835,1.105,1.11848,398514643.50000036
2021-03-09 01:00:00,1.11836,1.22,1.11083,1.1972,616039069.3000001
2021-03-10 01:00:00,1.19734,1.208,1.115,1.13261,384497300.9000007
2021-03-11 01:00:00,1.13226,1.14,1.1075,1.1243,301611714.1000001
2021-03-12 01:00:00,1.12417,1.128,1.02,1.03207,423021914.4000005
2021-03-13 01:00:00,1.03207,1.193,0.985,1.1,643811025.4000001
2021-03-14 01:00:00,1.10016,1.10265,1.0519,1.05243,304362465.69999963
2021-03-15 01:00:00,1.05241,1.07078,1.00001,1.03103,400978353.1
2021-03-16 01:00:00,1.03071,1.28,1.0,1.24924,1248716359.100002
2021-03-17 01:00:00,1.24974,1.43,1.20353,1.377,1094860557.6999984
2021-03-18 01:00:00,1.3775,1.47299,1.22154,1.22925,1446280469.0999994
2021-03-19 01:00:00,1.22966,1.34286,1.18003,1.29474,812311179.7
2021-03-20 01:00:00,1.29499,1.30974,1.19978,1.20046,401638128.1000005
2021-03-21 01:00:00,1.20048,1.24139,1.16,1.18561,305630409.7999998
2021-03-22 01:00:00,1.18561,1.20782,1.067,1.1015,384255570.0999998
2021-03-23 01:00:00,1.1015,1.1739,1.08145,1.11639,371967713.79999983
2021-03-24 01:00:00,1.11563,1.1639,1.038,1.06902,354915791.20000005
2021-03-25 01:00:00,1.06879,1.1535,1.04584,1.0956,527623538.7999996
2021-03-26 01:00:00,1.09596,1.28755,1.09426,1.2142,671982900.9999988
2021-03-27 01:00:00,1.21419,1.2389,1.15623,1.17678,270954337.70000035
2021-03-28 01:00:00,1.17646,1.22,1.1665,1.18983,199736804.60000026
2021-03-29 02:00:00,1.18983,1.22979,1.178,1.20239,263071765.19999966
2021-03-30 02:00:00,1.2024,1.23555,1.18909,1.21189,257460678.59999996
2021-03-31 02:00:00,1.212,1.21273,1.151,1.19191,302818874.6000008
2021-04-01 02:00:00,1.19172,1.20772,1.17171,1.18377,212856667.69999957
2021-04-02 02:00:00,1.1833,1.24796,1.18026,1.18998,314062254.40000033
2021-04-03 02:00:00,1.18998,1.24078,1.15977,1.16238,313837978.89999944
2021-04-04 02:00:00,1.16245,1.193,1.152,1.18206,204575492.19999996
2021-04-05 02:00:00,1.18205,1.22647,1.16222,1.2118,318801564.5000001
2021-04-06 02:00:00,1.21172,1.34359,1.1901,1.252,726926008.5000007
2021-04-07 02:00:00,1.25217,1.29,1.1588,1.17359,405313989.999999
2021-04-08 02:00:00,1.17356,1.22502,1.16999,1.21926,215242842.90000045
2021-04-09 02:00:00,1.21896,1.22907,1.19134,1.20201,156767192.2000002
2021-04-10 02:00:00,1.20201,1.25199,1.19157,1.21747,290774077.99999976
2021-04-11 02:00:00,1.21753,1.28989,1.199,1.26355,451246041.7999997
2021-04-12 02:00:00,1.26376,1.348,1.2633,1.31431,559487897.8999996
2021-04-13 02:00:00,1.31452,1.4378,1.28138,1.41246,605026284.9999994
2021-04-14 02:00:00,1.41246,1.55845,1.348,1.45092,1053166777.5999978
2021-04-15 02:00:00,1.4514,1.49539,1.41023,1.4782,413204000.5999997
2021-04-16 02:00:00,1.47845,1.51915,1.334,1.40989,562141264.2000009
2021-04-17 02:00:00,1.40989,1.45805,1.35501,1.36802,323840975.1000005
2021-04-18 02:00:00,1.36861,1.38654,1.07204,1.27693,804838502.1000012
2021-04-19 02:00:00,1.27655,1.32443,1.17122,1.1945,477279604.8999999
2021-04-20 02:00:00,1.19451,1.28241,1.12685,1.26689,470266399.1999997
2021-04-21 02:00:00,1.26665,1.29,1.19704,1.20358,404434983.9999996
2021-04-22 02:00:00,1.20312,1.27984,1.1138,1.144,520927741.2
2021-04-23 02:00:00,1.14443,1.16895,0.92,1.15866,956822663.2000005
2021-04-24 02:00:00,1.15872,1.198,1.0927,1.10287,434215610.39999956
2021-04-25 02:00:00,1.103,1.14678,1.0183,1.0913,305075283.55000013
2021-04-26 02:00:00,1.091,1.2509,1.0793,1.2375,473369883.13000035
2021-04-27 02:00:00,1.2377,1.3333,1.2232,1.3063,392979049.0700002
2021-04-28 02:00:00,1.3063,1.3488,1.2326,1.3379,388598645.07000047
2021-04-29 02:00:00,1.3373,1.4117,1.2661,1.3063,578529650.8200003
2021-04-30 02:00:00,1.3066,1.3709,1.2855,1.3532,308696257.77
2021-05-01 02:00:00,1.353,1.3678,1.3128,1.3516,208656399.38000005
2021-05-02 02:00:00,1.3516,1.3556,1.2941,1.3267,218990273.6399999
2021-05-03 02:00:00,1.3267,1.38,1.3208,1.3622,271187623.2900001
2021-05-04 02:00:00,1.3627,1.3673,1.2557,1.2698,421500877.6199994
2021-05-05 02:00:00,1.2699,1.497,1.2598,1.4798,579064616.2199991
2021-05-06 02:00:00,1.4799,1.7,1.4288,1.6491,1342973403.7199986
2021-05-07 02:00:00,1.6491,1.7478,1.526,1.653,789059200.9799993
2021-05-08 02:00:00,1.6529,1.6543,1.5611,1.6211,393498897.97999984
2021-05-09 02:00:00,1.6206,1.833,1.5726,1.7663,883091328.4599998
2021-05-10 02:00:00,1.7662,1.8243,1.517,1.6423,712304913.8600008
2021-05-11 02:00:00,1.6418,1.7791,1.5954,1.7632,524326718.11
2021-05-12 02:00:00,1.7633,1.821,1.5462,1.5694,599710080.8000004
2021-05-13 02:00:00,1.5669,1.9719,1.5,1.9296,1567655289.16
2021-05-14 02:00:00,1.9289,2.043,1.8112,2.0069,695033070.9599996
2021-05-15 02:00:00,2.0073,2.3789,1.9628,2.1744,1376815760.8300037
2021-05-16 02:00:00,2.1754,2.47,2.0104,2.3002,1190745903.7799997
2021-05-17 02:00:00,2.3002,2.329,1.9159,2.0307,1137971306.3299978
2021-05-18 02:00:00,2.0301,2.1492,1.9712,2.0036,612259916.9299998
2021-05-19 02:00:00,2.0036,2.0317,1.01,1.4663,2261842102.36
2021-05-20 02:00:00,1.4676,1.9487,1.3218,1.8006,1331716279.01
2021-05-21 02:00:00,1.8002,1.87,1.32,1.5493,1158826530.9600005
2021-05-22 02:00:00,1.5493,1.602,1.3661,1.4629,800713185.4499998
2021-05-23 02:00:00,1.4636,1.5397,1.051,1.3139,1461270087.3099983
2021-05-24 02:00:00,1.3135,1.5974,1.2476,1.55,1034255631.1100007
2021-05-25 02:00:00,1.5497,1.6499,1.4354,1.5532,807717267.5200003
2021-05-26 02:00:00,1.5525,1.832,1.552,1.7791,857080518.1299992
2021-05-27 02:00:00,1.7788,1.7885,1.6077,1.6552,590119092.5600004
2021-05-28 02:00:00,1.6552,1.678,1.45,1.5133,817239543.1600002
2021-05-29 02:00:00,1.5133,1.5624,1.335,1.4029,576104659.2700007
2021-05-30 02:00:00,1.4035,1.7,1.3457,1.5751,764079031.6699977
2021-05-31 02:00:00,1.5751,1.75,1.5249,1.7373,600116070.8799999
2021-06-01 02:00:00,1.7376,1.7796,1.6531,1.7363,530252586.93999994
2021-06-02 02:00:00,1.7362,1.8042,1.7173,1.7534,431644801.4200003
2021-06-03 02:00:00,1.7534,1.8897,1.7134,1.8453,417400945.02000046
2021-06-04 02:00:00,1.8454,1.848,1.608,1.7077,596433033.0500016
2021-06-05 02:00:00,1.708,1.7823,1.61,1.6551,369328430.6000003
2021-06-06 02:00:00,1.6555,1.7077,1.6451,1.6771,191999153.68000022
2021-06-07 02:00:00,1.6771,1.7414,1.55,1.5659,341267094.73
2021-06-08 02:00:00,1.5659,1.5966,1.4,1.5819,612223590.9899993
2021-06-09 02:00:00,1.5818,1.635,1.4827,1.6279,471664344.33000004
2021-06-10 02:00:00,1.6282,1.6378,1.5064,1.5328,312406121.41999996
2021-06-11 02:00:00,1.5328,1.5474,1.4192,1.4371,323101329.9999999
2021-06-12 02:00:00,1.4368,1.4934,1.3562,1.4789,362965214.5300001
2021-06-13 02:00:00,1.4789,1.58,1.4001,1.5566,330722303.94000006
2021-06-14 02:00:00,1.5563,1.595,1.5056,1.5769,280791163.7399999
2021-06-15 02:00:00,1.5769,1.6109,1.5441,1.5552,216159062.7800001
2021-06-16 02:00:00,1.555,1.5754,1.474,1.4851,203580536.0099998
2021-06-17 02:00:00,1.4851,1.5388,1.4568,1.4826,165078770.7700003
2021-06-18 02:00:00,1.4825,1.4927,1.374,1.4163,220933715.72000024
2021-06-19 02:00:00,1.4164,1.4411,1.3834,1.3839,145492869.00000042
