date,open,high,low,close,volume
2021-02-14 01:00:00,27.9602,29.4142,26.4,26.8724,10698732.39000001
2021-02-15 01:00:00,26.88,29.5365,23.1555,27.8021,20272317.43000001
2021-02-16 01:00:00,27.8201,31.0606,26.8002,30.0832,20070860.92999999
2021-02-17 01:00:00,30.0897,32.4,29.6109,31.9862,14917487.45
2021-02-18 01:00:00,31.9849,32.5926,30.5453,31.11,7915382.54999999
2021-02-19 01:00:00,31.11,35.0,29.5,34.824,16536466.17999997
2021-02-20 01:00:00,34.8093,42.2848,34.7,38.942,29189715.44
2021-02-21 01:00:00,38.9381,40.6992,38.0,39.5863,15160345.52999999
2021-02-22 01:00:00,39.5867,39.7434,30.8104,37.6143,27519472.04000002
2021-02-23 01:00:00,37.6369,37.8,26.5,34.5325,40437206.87999987
2021-02-24 01:00:00,34.5697,36.8,31.1,33.6396,20265938.21000002
2021-02-25 01:00:00,33.6315,35.26,30.8582,31.2341,13365957.05000004
2021-02-26 01:00:00,31.2282,33.5516,28.0001,31.4362,25275240.20000008
2021-02-27 01:00:00,31.4506,35.6618,31.3471,33.4575,20330311.62999998
2021-02-28 01:00:00,33.4664,34.56,29.7,33.8,19977135.53999999
2021-03-01 01:00:00,33.7964,35.66,33.0149,35.6273,13666144.31000002
2021-03-02 01:00:00,35.6278,37.9247,34.3777,36.1393,15276420.14000002
2021-03-03 01:00:00,36.1485,38.68,36.1031,37.0985,11641704.64
2021-03-04 01:00:00,37.0661,38.38,34.35,35.2166,11601602.40999999
2021-03-05 01:00:00,35.2251,35.2687,31.31,33.6194,15293689.83000001
2021-03-06 01:00:00,33.5926,34.1997,32.05,33.3596,6037223.17000001
2021-03-07 01:00:00,33.3628,35.2999,33.3628,35.095,6061093.36000001
2021-03-08 01:00:00,35.0898,35.5566,33.4053,34.9737,6813802.79
2021-03-09 01:00:00,34.9867,38.8788,34.5148,38.1882,12891833.92000001
2021-03-10 01:00:00,38.1845,39.6,36.2181,37.5494,12012623.69999999
2021-03-11 01:00:00,37.5534,38.0434,35.8675,36.9026,8664283.5
2021-03-12 01:00:00,36.8988,37.4995,34.3773,35.9551,6812852.02999999
2021-03-13 01:00:00,35.9582,38.2742,34.6873,37.1418,7399275.26000001
2021-03-14 01:00:00,37.1308,37.9979,36.2477,36.4427,4741817.09
2021-03-15 01:00:00,36.4427,38.5636,33.8351,34.2963,10731480.2
2021-03-16 01:00:00,34.2868,35.5422,32.07,35.3987,9126077.85999998
2021-03-17 01:00:00,35.3981,36.4495,34.3879,36.1036,6842523.37
2021-03-18 01:00:00,36.1157,37.0187,34.9648,35.3399,5558730.75999999
2021-03-19 01:00:00,35.3399,38.8636,34.6,38.1735,9561406.59000002
2021-03-20 01:00:00,38.1735,40.1,37.1559,37.2279,8583160.2
2021-03-21 01:00:00,37.2293,38.0995,36.1001,36.6851,6631041.19
2021-03-22 01:00:00,36.6802,37.7803,35.0572,35.2338,6137342.07
2021-03-23 01:00:00,35.2202,36.2896,34.0325,34.2174,5897723.07000001
2021-03-24 01:00:00,34.1961,36.1468,27.4586,30.2209,13285955.45999999
2021-03-25 01:00:00,30.2139,31.2676,28.3,29.8059,17474869.14000001
2021-03-26 01:00:00,29.8059,33.3689,29.7894,33.1782,7973987.36999999
2021-03-27 01:00:00,33.1607,33.5,31.1119,32.5884,6080754.50999999
2021-03-28 01:00:00,32.5873,33.2231,31.2276,32.2331,4896790.56
2021-03-29 02:00:00,32.2331,34.714,31.7496,34.3403,6754322.38
2021-03-30 02:00:00,34.3404,34.8,33.4855,33.9778,5489182.37
2021-03-31 02:00:00,33.9778,38.28,33.22,37.0765,14303159.29000001
2021-04-01 02:00:00,37.0784,38.945,36.0021,37.461,9606743.4
2021-04-02 02:00:00,37.4655,41.4081,36.5721,41.0271,10204662.64999999
2021-04-03 02:00:00,41.0344,46.8,40.9103,41.3802,18075397.33
2021-04-04 02:00:00,41.38,45.0858,40.6666,44.3135,8717890.33999999
2021-04-05 02:00:00,44.3204,45.8694,41.806,45.8003,7991387.42
2021-04-06 02:00:00,45.8,46.2616,41.56,43.35,9415415.87
2021-04-07 02:00:00,43.3547,43.5038,37.69,39.5013,11787515.42999998
